"measuredItemCPC","measuredItemCPC_description","geographicAreaM49","geographicAreaM49_description","timePointYears","timePointYears_description","Value"
"21514","Sheep fat, unrendered","4","Afghanistan","2017","2017",NA
"21514","Sheep fat, unrendered","380","Italy","2017","2017",NA
"21514","Sheep fat, unrendered","4","Afghanistan","2018","2018",NA
"21514","Sheep fat, unrendered","380","Italy","2018","2018",NA
"21514","Sheep fat, unrendered","4","Afghanistan","2019","2019",NA
"21514","Sheep fat, unrendered","380","Italy","2019","2019",NA
"21514","Sheep fat, unrendered","4","Afghanistan","2020","2020",NA
"21514","Sheep fat, unrendered","380","Italy","2020","2020",NA
"21515","Goat fat, unrendered","4","Afghanistan","2015","2015",NA
"21515","Goat fat, unrendered","380","Italy","2015","2015",NA
"21515","Goat fat, unrendered","4","Afghanistan","2016","2016",NA
"21515","Goat fat, unrendered","380","Italy","2016","2016",NA
"21515","Goat fat, unrendered","4","Afghanistan","2017","2017",NA
"21515","Goat fat, unrendered","380","Italy","2017","2017",NA
"21515","Goat fat, unrendered","4","Afghanistan","2018","2018",NA
"21515","Goat fat, unrendered","380","Italy","2018","2018",NA
"21515","Goat fat, unrendered","4","Afghanistan","2019","2019",NA
"21515","Goat fat, unrendered","380","Italy","2019","2019",NA
"21515","Goat fat, unrendered","4","Afghanistan","2020","2020",NA
"21515","Goat fat, unrendered","380","Italy","2020","2020",NA
"21519.02","Fat of camels","4","Afghanistan","2015","2015",NA
"21519.02","Fat of camels","4","Afghanistan","2016","2016",NA
"21519.02","Fat of camels","4","Afghanistan","2017","2017",NA
"21519.02","Fat of camels","4","Afghanistan","2018","2018",NA
"21519.02","Fat of camels","4","Afghanistan","2019","2019",NA
"21519.02","Fat of camels","4","Afghanistan","2020","2020",NA
"21521","Pig fat, rendered","380","Italy","2015","2015",NA
"21521","Pig fat, rendered","380","Italy","2016","2016",NA
"21521","Pig fat, rendered","380","Italy","2017","2017",NA
"21521","Pig fat, rendered","380","Italy","2018","2018",NA
"21521","Pig fat, rendered","380","Italy","2019","2019",NA
"21521","Pig fat, rendered","380","Italy","2020","2020",NA
"21523","Tallow","380","Italy","2015","2015",NA
"21523","Tallow","380","Italy","2016","2016",NA
"21523","Tallow","380","Italy","2017","2017",NA
"21523","Tallow","380","Italy","2018","2018",NA
"21523","Tallow","380","Italy","2019","2019",NA
"21523","Tallow","380","Italy","2020","2020",NA
"2161","Soya bean oil","380","Italy","2015","2015",NA
"2161","Soya bean oil","380","Italy","2016","2016",NA
"2161","Soya bean oil","380","Italy","2017","2017",NA
"2161","Soya bean oil","380","Italy","2018","2018",NA
"2161","Soya bean oil","380","Italy","2019","2019",NA
"2161","Soya bean oil","380","Italy","2020","2020",NA
"2162","Groundnut oil","380","Italy","2015","2015",NA
"2162","Groundnut oil","380","Italy","2016","2016",NA
"2162","Groundnut oil","380","Italy","2017","2017",NA
"2162","Groundnut oil","380","Italy","2018","2018",NA
"2162","Groundnut oil","380","Italy","2019","2019",NA
"2162","Groundnut oil","380","Italy","2020","2020",NA
"21631.01","Sunflower-seed oil, crude","380","Italy","2015","2015",NA
"21631.01","Sunflower-seed oil, crude","4","Afghanistan","2015","2015",NA
"21631.01","Sunflower-seed oil, crude","380","Italy","2016","2016",NA
"21631.01","Sunflower-seed oil, crude","4","Afghanistan","2016","2016",NA
"21631.01","Sunflower-seed oil, crude","380","Italy","2017","2017",NA
"21631.01","Sunflower-seed oil, crude","4","Afghanistan","2017","2017",NA
"21631.01","Sunflower-seed oil, crude","380","Italy","2018","2018",NA
"21631.01","Sunflower-seed oil, crude","4","Afghanistan","2018","2018",NA
"21631.01","Sunflower-seed oil, crude","380","Italy","2019","2019",NA
"21631.01","Sunflower-seed oil, crude","4","Afghanistan","2019","2019",NA
"21631.01","Sunflower-seed oil, crude","380","Italy","2020","2020",NA
"21631.01","Sunflower-seed oil, crude","4","Afghanistan","2020","2020",NA
"21631.02","Safflower-seed oil, crude","380","Italy","2015","2015",NA
"21631.02","Safflower-seed oil, crude","380","Italy","2016","2016",NA
"21631.02","Safflower-seed oil, crude","380","Italy","2017","2017",NA
"21631.02","Safflower-seed oil, crude","380","Italy","2018","2018",NA
"21631.02","Safflower-seed oil, crude","380","Italy","2019","2019",NA
"21631.02","Safflower-seed oil, crude","380","Italy","2020","2020",NA
"21641.01","Rapeseed or canola oil, crude","380","Italy","2015","2015",NA
"21641.01","Rapeseed or canola oil, crude","380","Italy","2016","2016",NA
"21641.01","Rapeseed or canola oil, crude","380","Italy","2017","2017",NA
"21641.01","Rapeseed or canola oil, crude","380","Italy","2018","2018",NA
"21641.01","Rapeseed or canola oil, crude","380","Italy","2019","2019",NA
"21641.01","Rapeseed or canola oil, crude","380","Italy","2020","2020",NA
"2166","Coconut oil","380","Italy","2015","2015",NA
"2166","Coconut oil","380","Italy","2016","2016",NA
"2166","Coconut oil","380","Italy","2017","2017",NA
"2166","Coconut oil","380","Italy","2018","2018",NA
"2166","Coconut oil","380","Italy","2019","2019",NA
"2166","Coconut oil","380","Italy","2020","2020",NA
"2167","Olive oil","380","Italy","2015","2015",1923492.53105705
"2167","Olive oil","4","Afghanistan","2015","2015",2801.237141052
"2167","Olive oil","380","Italy","2016","2016",1177189.37464828
"2167","Olive oil","4","Afghanistan","2016","2016",2919.432801012
"2167","Olive oil","380","Italy","2017","2017",1619906.97844979
"2167","Olive oil","4","Afghanistan","2017","2017",3006.109618316
"2167","Olive oil","380","Italy","2018","2018",1143472.09271702
"2167","Olive oil","4","Afghanistan","2018","2018",3199.162529584
"2167","Olive oil","380","Italy","2019","2019",1326080.44749989
"2167","Olive oil","4","Afghanistan","2019","2019",3297.658912884
"2167","Olive oil","380","Italy","2020","2020",1363154.48617401
"2167","Olive oil","4","Afghanistan","2020","2020",3167.643686928
"2168","Cottonseed oil","380","Italy","2015","2015",NA
"2168","Cottonseed oil","4","Afghanistan","2015","2015",NA
"2168","Cottonseed oil","380","Italy","2016","2016",NA
"2168","Cottonseed oil","4","Afghanistan","2016","2016",NA
"2168","Cottonseed oil","380","Italy","2017","2017",NA
"2168","Cottonseed oil","4","Afghanistan","2017","2017",NA
"2168","Cottonseed oil","380","Italy","2018","2018",NA
"2168","Cottonseed oil","4","Afghanistan","2018","2018",NA
"2168","Cottonseed oil","380","Italy","2019","2019",NA
"2168","Cottonseed oil","4","Afghanistan","2019","2019",NA
"2168","Cottonseed oil","380","Italy","2020","2020",NA
"2168","Cottonseed oil","4","Afghanistan","2020","2020",NA
"21691.02","Oil of Maize","380","Italy","2015","2015",NA
"21691.02","Oil of Maize","380","Italy","2016","2016",NA
"21691.02","Oil of Maize","380","Italy","2017","2017",NA
"21691.02","Oil of Maize","380","Italy","2018","2018",NA
"21691.02","Oil of Maize","380","Italy","2019","2019",NA
"21691.02","Oil of Maize","380","Italy","2020","2020",NA
"21691.07","Oil of Sesame Seed","380","Italy","2015","2015",NA
"21691.07","Oil of Sesame Seed","4","Afghanistan","2015","2015",NA
"21691.07","Oil of Sesame Seed","380","Italy","2016","2016",NA
"21691.07","Oil of Sesame Seed","4","Afghanistan","2016","2016",NA
"21691.07","Oil of Sesame Seed","380","Italy","2017","2017",NA
"21691.07","Oil of Sesame Seed","4","Afghanistan","2017","2017",NA
"21691.07","Oil of Sesame Seed","380","Italy","2018","2018",NA
"21691.07","Oil of Sesame Seed","4","Afghanistan","2018","2018",NA
"21691.07","Oil of Sesame Seed","380","Italy","2019","2019",NA
"21691.07","Oil of Sesame Seed","4","Afghanistan","2019","2019",NA
"21691.07","Oil of Sesame Seed","380","Italy","2020","2020",NA
"21691.07","Oil of Sesame Seed","4","Afghanistan","2020","2020",NA
"21691.12","Oil of Linseed","380","Italy","2015","2015",NA
"21691.12","Oil of Linseed","4","Afghanistan","2015","2015",NA
"21691.12","Oil of Linseed","380","Italy","2016","2016",NA
"21691.12","Oil of Linseed","4","Afghanistan","2016","2016",NA
"21691.12","Oil of Linseed","380","Italy","2017","2017",NA
"21691.12","Oil of Linseed","4","Afghanistan","2017","2017",NA
"21691.12","Oil of Linseed","380","Italy","2018","2018",NA
"21691.12","Oil of Linseed","4","Afghanistan","2018","2018",NA
"21691.12","Oil of Linseed","380","Italy","2019","2019",NA
"21691.12","Oil of Linseed","4","Afghanistan","2019","2019",NA
"21691.12","Oil of Linseed","380","Italy","2020","2020",NA
"21691.12","Oil of Linseed","4","Afghanistan","2020","2020",NA
"21691.14","Oil of Palm Kernel","380","Italy","2015","2015",NA
"21691.14","Oil of Palm Kernel","380","Italy","2016","2016",NA
"21691.14","Oil of Palm Kernel","380","Italy","2017","2017",NA
"21691.14","Oil of Palm Kernel","380","Italy","2018","2018",NA
"21691.14","Oil of Palm Kernel","380","Italy","2019","2019",NA
"21691.14","Oil of Palm Kernel","380","Italy","2020","2020",NA
"21700.02","Margarine and Shortening","380","Italy","2015","2015",NA
"21700.02","Margarine and Shortening","380","Italy","2016","2016",NA
"21700.02","Margarine and Shortening","380","Italy","2017","2017",NA
"21700.02","Margarine and Shortening","380","Italy","2018","2018",NA
"21700.02","Margarine and Shortening","380","Italy","2019","2019",NA
"21700.02","Margarine and Shortening","380","Italy","2020","2020",NA
"22110.02","Skim Milk of Cows","380","Italy","2015","2015",NA
"22110.02","Skim Milk of Cows","4","Afghanistan","2015","2015",NA
"22110.02","Skim Milk of Cows","380","Italy","2016","2016",NA
"22110.02","Skim Milk of Cows","4","Afghanistan","2016","2016",NA
"22110.02","Skim Milk of Cows","380","Italy","2017","2017",NA
"22110.02","Skim Milk of Cows","4","Afghanistan","2017","2017",NA
"22110.02","Skim Milk of Cows","380","Italy","2018","2018",NA
"22110.02","Skim Milk of Cows","4","Afghanistan","2018","2018",NA
"22110.02","Skim Milk of Cows","380","Italy","2019","2019",NA
"22110.02","Skim Milk of Cows","4","Afghanistan","2019","2019",NA
"22110.02","Skim Milk of Cows","380","Italy","2020","2020",NA
"22110.02","Skim Milk of Cows","4","Afghanistan","2020","2020",NA
"22120","Cream, fresh","380","Italy","2015","2015",NA
"22120","Cream, fresh","380","Italy","2016","2016",NA
"22120","Cream, fresh","380","Italy","2017","2017",NA
"22120","Cream, fresh","380","Italy","2018","2018",NA
"22120","Cream, fresh","380","Italy","2019","2019",NA
"22120","Cream, fresh","380","Italy","2020","2020",NA
"22130.02","Dry Whey","380","Italy","2015","2015",NA
"22130.02","Dry Whey","380","Italy","2016","2016",NA
"22130.02","Dry Whey","380","Italy","2017","2017",NA
"22130.02","Dry Whey","380","Italy","2018","2018",NA
"22130.02","Dry Whey","380","Italy","2019","2019",NA
"22130.02","Dry Whey","380","Italy","2020","2020",NA
"22130.03","Whey, Condensed","380","Italy","2015","2015",NA
"22130.03","Whey, Condensed","380","Italy","2016","2016",NA
"22130.03","Whey, Condensed","380","Italy","2017","2017",NA
"22130.03","Whey, Condensed","380","Italy","2018","2018",NA
"22130.03","Whey, Condensed","380","Italy","2019","2019",NA
"22130.03","Whey, Condensed","380","Italy","2020","2020",NA
"22211","Whole milk powder","380","Italy","2015","2015",NA
"22211","Whole milk powder","380","Italy","2016","2016",NA
"22211","Whole milk powder","380","Italy","2017","2017",NA
"22211","Whole milk powder","380","Italy","2018","2018",NA
"22211","Whole milk powder","380","Italy","2019","2019",NA
"22211","Whole milk powder","380","Italy","2020","2020",NA
"22221.01","Whole Milk, Evaporated","380","Italy","2015","2015",NA
"22221.01","Whole Milk, Evaporated","380","Italy","2016","2016",NA
"22221.01","Whole Milk, Evaporated","380","Italy","2017","2017",NA
"22221.01","Whole Milk, Evaporated","380","Italy","2018","2018",NA
"22221.01","Whole Milk, Evaporated","380","Italy","2019","2019",NA
"22221.01","Whole Milk, Evaporated","380","Italy","2020","2020",NA
"22241.01","Butter of Cow Milk","380","Italy","2015","2015",NA
"22241.01","Butter of Cow Milk","4","Afghanistan","2015","2015",NA
"22241.01","Butter of Cow Milk","380","Italy","2016","2016",NA
"22241.01","Butter of Cow Milk","4","Afghanistan","2016","2016",NA
"22241.01","Butter of Cow Milk","380","Italy","2017","2017",NA
"22241.01","Butter of Cow Milk","4","Afghanistan","2017","2017",NA
"22241.01","Butter of Cow Milk","380","Italy","2018","2018",NA
"22241.01","Butter of Cow Milk","4","Afghanistan","2018","2018",NA
"22241.01","Butter of Cow Milk","380","Italy","2019","2019",NA
"22241.01","Butter of Cow Milk","4","Afghanistan","2019","2019",NA
"22241.01","Butter of Cow Milk","380","Italy","2020","2020",NA
"22241.01","Butter of Cow Milk","4","Afghanistan","2020","2020",NA
"22249.01","Butter and Ghee of Sheep Milk","4","Afghanistan","2015","2015",NA
"22249.01","Butter and Ghee of Sheep Milk","4","Afghanistan","2016","2016",NA
"22249.01","Butter and Ghee of Sheep Milk","4","Afghanistan","2017","2017",NA
"22249.01","Butter and Ghee of Sheep Milk","4","Afghanistan","2018","2018",NA
"22249.01","Butter and Ghee of Sheep Milk","4","Afghanistan","2019","2019",NA
"22249.01","Butter and Ghee of Sheep Milk","4","Afghanistan","2020","2020",NA
"22251.01","Cheese from Whole Cow Milk","380","Italy","2015","2015",NA
"22251.01","Cheese from Whole Cow Milk","380","Italy","2016","2016",NA
"22251.01","Cheese from Whole Cow Milk","380","Italy","2017","2017",NA
"22251.01","Cheese from Whole Cow Milk","380","Italy","2018","2018",NA
"22251.01","Cheese from Whole Cow Milk","380","Italy","2019","2019",NA
"22251.01","Cheese from Whole Cow Milk","380","Italy","2020","2020",NA
"22251.02","Cheese from Skimmed Cow Milk","380","Italy","2015","2015",NA
"22251.02","Cheese from Skimmed Cow Milk","380","Italy","2016","2016",NA
"22251.02","Cheese from Skimmed Cow Milk","380","Italy","2017","2017",NA
"22251.02","Cheese from Skimmed Cow Milk","380","Italy","2018","2018",NA
"22251.02","Cheese from Skimmed Cow Milk","380","Italy","2019","2019",NA
"22251.02","Cheese from Skimmed Cow Milk","380","Italy","2020","2020",NA
"22252","Cheese from milk of buffalo, fresh or processed","380","Italy","2015","2015",NA
"22252","Cheese from milk of buffalo, fresh or processed","380","Italy","2016","2016",NA
"22252","Cheese from milk of buffalo, fresh or processed","380","Italy","2017","2017",NA
"22252","Cheese from milk of buffalo, fresh or processed","380","Italy","2018","2018",NA
"22252","Cheese from milk of buffalo, fresh or processed","380","Italy","2019","2019",NA
"22252","Cheese from milk of buffalo, fresh or processed","380","Italy","2020","2020",NA
"22253","Cheese from milk of sheep, fresh or processed","380","Italy","2015","2015",NA
"22253","Cheese from milk of sheep, fresh or processed","4","Afghanistan","2015","2015",NA
"22253","Cheese from milk of sheep, fresh or processed","380","Italy","2016","2016",NA
"22253","Cheese from milk of sheep, fresh or processed","4","Afghanistan","2016","2016",NA
"22253","Cheese from milk of sheep, fresh or processed","380","Italy","2017","2017",NA
"22253","Cheese from milk of sheep, fresh or processed","4","Afghanistan","2017","2017",NA
"22253","Cheese from milk of sheep, fresh or processed","380","Italy","2018","2018",NA
"22253","Cheese from milk of sheep, fresh or processed","4","Afghanistan","2018","2018",NA
"22253","Cheese from milk of sheep, fresh or processed","380","Italy","2019","2019",NA
"22253","Cheese from milk of sheep, fresh or processed","4","Afghanistan","2019","2019",NA
"22253","Cheese from milk of sheep, fresh or processed","380","Italy","2020","2020",NA
"22253","Cheese from milk of sheep, fresh or processed","4","Afghanistan","2020","2020",NA
"22254","Cheese from milk of goats, fresh or processed","380","Italy","2015","2015",NA
"22254","Cheese from milk of goats, fresh or processed","4","Afghanistan","2015","2015",NA
"22254","Cheese from milk of goats, fresh or processed","380","Italy","2016","2016",NA
"22254","Cheese from milk of goats, fresh or processed","4","Afghanistan","2016","2016",NA
"22254","Cheese from milk of goats, fresh or processed","380","Italy","2017","2017",NA
"22254","Cheese from milk of goats, fresh or processed","4","Afghanistan","2017","2017",NA
"22254","Cheese from milk of goats, fresh or processed","380","Italy","2018","2018",NA
"22254","Cheese from milk of goats, fresh or processed","4","Afghanistan","2018","2018",NA
"22254","Cheese from milk of goats, fresh or processed","380","Italy","2019","2019",NA
"22254","Cheese from milk of goats, fresh or processed","4","Afghanistan","2019","2019",NA
"22254","Cheese from milk of goats, fresh or processed","380","Italy","2020","2020",NA
"22254","Cheese from milk of goats, fresh or processed","4","Afghanistan","2020","2020",NA
"2351f","Raw cane or beet sugar (centrifugal only)","380","Italy","2015","2015",NA
"2351f","Raw cane or beet sugar (centrifugal only)","4","Afghanistan","2015","2015",NA
"2351f","Raw cane or beet sugar (centrifugal only)","380","Italy","2016","2016",NA
"2351f","Raw cane or beet sugar (centrifugal only)","4","Afghanistan","2016","2016",NA
"2351f","Raw cane or beet sugar (centrifugal only)","380","Italy","2017","2017",NA
"2351f","Raw cane or beet sugar (centrifugal only)","4","Afghanistan","2017","2017",NA
"2351f","Raw cane or beet sugar (centrifugal only)","380","Italy","2018","2018",NA
"2351f","Raw cane or beet sugar (centrifugal only)","4","Afghanistan","2018","2018",NA
"2351f","Raw cane or beet sugar (centrifugal only)","380","Italy","2019","2019",NA
"2351f","Raw cane or beet sugar (centrifugal only)","4","Afghanistan","2019","2019",NA
"2351f","Raw cane or beet sugar (centrifugal only)","380","Italy","2020","2020",NA
"2351f","Raw cane or beet sugar (centrifugal only)","4","Afghanistan","2020","2020",NA
"23540","Molasses (from beet, cane and maize)","380","Italy","2015","2015",NA
"23540","Molasses (from beet, cane and maize)","4","Afghanistan","2015","2015",NA
"23540","Molasses (from beet, cane and maize)","380","Italy","2016","2016",NA
"23540","Molasses (from beet, cane and maize)","4","Afghanistan","2016","2016",NA
"23540","Molasses (from beet, cane and maize)","380","Italy","2017","2017",NA
"23540","Molasses (from beet, cane and maize)","4","Afghanistan","2017","2017",NA
"23540","Molasses (from beet, cane and maize)","380","Italy","2018","2018",NA
"23540","Molasses (from beet, cane and maize)","4","Afghanistan","2018","2018",NA
"23540","Molasses (from beet, cane and maize)","380","Italy","2019","2019",NA
"23540","Molasses (from beet, cane and maize)","4","Afghanistan","2019","2019",NA
"23540","Molasses (from beet, cane and maize)","380","Italy","2020","2020",NA
"23540","Molasses (from beet, cane and maize)","4","Afghanistan","2020","2020",NA
"24212.02","Wine","380","Italy","2015","2015",9999565.09338985
"24212.02","Wine","380","Italy","2016","2016",10588905.3012677
"24212.02","Wine","380","Italy","2017","2017",8991587.83928633
"24212.02","Wine","380","Italy","2018","2018",11108865.87204
"24212.02","Wine","380","Italy","2019","2019",10098502.72486
"24212.02","Wine","380","Italy","2020","2020",10066318.8120621
"24310.01","Beer of Barley, malted","380","Italy","2015","2015",NA
"24310.01","Beer of Barley, malted","380","Italy","2016","2016",NA
"24310.01","Beer of Barley, malted","380","Italy","2017","2017",NA
"24310.01","Beer of Barley, malted","380","Italy","2018","2018",NA
"24310.01","Beer of Barley, malted","380","Italy","2019","2019",NA
"24310.01","Beer of Barley, malted","380","Italy","2020","2020",NA
"26110","Raw silk (not thrown)","380","Italy","2015","2015",NA
"26110","Raw silk (not thrown)","4","Afghanistan","2015","2015",NA
"26110","Raw silk (not thrown)","380","Italy","2016","2016",NA
"26110","Raw silk (not thrown)","4","Afghanistan","2016","2016",NA
"26110","Raw silk (not thrown)","380","Italy","2017","2017",NA
"26110","Raw silk (not thrown)","4","Afghanistan","2017","2017",NA
"26110","Raw silk (not thrown)","380","Italy","2018","2018",NA
"26110","Raw silk (not thrown)","4","Afghanistan","2018","2018",NA
"26110","Raw silk (not thrown)","380","Italy","2019","2019",NA
"26110","Raw silk (not thrown)","4","Afghanistan","2019","2019",NA
"26110","Raw silk (not thrown)","380","Italy","2020","2020",NA
"26110","Raw silk (not thrown)","4","Afghanistan","2020","2020",NA
"26190.01","Flax fibre and tow","380","Italy","2015","2015",804.423199437
"26190.01","Flax fibre and tow","380","Italy","2016","2016",1233.823928274
"26190.01","Flax fibre and tow","380","Italy","2017","2017",4744.03425309
"26190.01","Flax fibre and tow","380","Italy","2018","2018",2981.42864127
"26190.01","Flax fibre and tow","380","Italy","2019","2019",3675.22021188
"26190.01","Flax fibre and tow","380","Italy","2020","2020",2287.63707066
"F0030",NA,"380","Italy","2015","2015",NA
"F0030",NA,"4","Afghanistan","2015","2015",NA
"F0030",NA,"380","Italy","2016","2016",NA
"F0030",NA,"4","Afghanistan","2016","2016",NA
"F0030",NA,"380","Italy","2017","2017",NA
"F0030",NA,"4","Afghanistan","2017","2017",NA
"F0030",NA,"380","Italy","2018","2018",NA
"F0030",NA,"4","Afghanistan","2018","2018",NA
"F0030",NA,"380","Italy","2019","2019",NA
"F0030",NA,"4","Afghanistan","2019","2019",NA
"F0030",NA,"380","Italy","2020","2020",NA
"F0030",NA,"4","Afghanistan","2020","2020",NA
